                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    155,                0.93719,                0.81976,                 1.3293,                0.79823,                0.80973,                0.85634,                  0.515,                 1.4113,                0.84398,                 1.7575,              0.0010007,              0.0010007,              0.0010007
                    156,                0.94483,                0.83312,                 1.3363,                0.79888,                0.80756,                0.85661,                0.51405,                 1.4103,                0.84371,                 1.7569,             0.00099785,             0.00099785,             0.00099785
                    157,                0.94564,                0.83219,                 1.3404,                 0.8018,                0.80645,                0.85626,                 0.5144,                 1.4101,                0.84421,                 1.7575,             0.00099496,             0.00099496,             0.00099496
                    158,                0.93605,                0.82485,                 1.3311,                0.80079,                0.80935,                0.85743,                0.51447,                 1.4103,                0.84348,                 1.7584,             0.00099206,             0.00099206,             0.00099206
                    159,                0.94141,                0.83183,                 1.3308,                0.80159,                0.80889,                0.85759,                0.51453,                 1.4101,                0.84389,                 1.7591,             0.00098917,             0.00098917,             0.00098917
                    160,                0.93504,                0.81698,                 1.3267,                0.80107,                0.80868,                0.85702,                 0.5148,                 1.4103,                0.84307,                 1.7599,             0.00098628,             0.00098628,             0.00098628
                    161,                0.92804,                0.81748,                 1.3266,                0.80156,                0.80877,                0.85609,                0.51444,                   1.41,                0.84258,                 1.7596,             0.00098339,             0.00098339,             0.00098339
                    162,                0.93705,                0.83017,                 1.3388,                0.80157,                0.80979,                0.85622,                0.51523,                  1.411,                0.84265,                 1.7614,             0.00098049,             0.00098049,             0.00098049
                    163,                0.93887,                 0.8186,                 1.3322,                0.80387,                0.80697,                0.85638,                0.51558,                 1.4119,                0.84339,                 1.7624,              0.0009776,              0.0009776,              0.0009776
                    164,                0.93302,                0.82034,                 1.3245,                0.79751,                0.81201,                0.85692,                0.51643,                 1.4121,                0.84301,                 1.7628,             0.00097471,             0.00097471,             0.00097471
                    165,                0.92944,                0.81385,                 1.3272,                0.80016,                0.80979,                0.85786,                 0.5175,                  1.412,                 0.8431,                  1.763,             0.00097182,             0.00097182,             0.00097182
                    166,                0.92696,                0.81229,                 1.3253,                 0.8004,                0.80979,                0.85811,                0.51688,                  1.412,                0.84368,                 1.7636,             0.00096893,             0.00096893,             0.00096893
                    167,                0.92829,                0.81933,                 1.3257,                0.80112,                 0.8109,                0.85857,                0.51738,                 1.4111,                0.84409,                 1.7632,             0.00096603,             0.00096603,             0.00096603
                    168,                0.92994,                0.82554,                 1.3265,                0.79662,                0.81201,                0.85837,                0.51815,                 1.4099,                0.84303,                 1.7624,             0.00096314,             0.00096314,             0.00096314
                    169,                0.92778,                 0.8203,                 1.3216,                0.79957,                0.81201,                0.85864,                0.51743,                 1.4085,                0.84247,                 1.7612,             0.00096025,             0.00096025,             0.00096025
                    170,                0.92758,                0.80909,                 1.3193,                0.79903,                0.81313,                0.85846,                 0.5173,                 1.4083,                0.84152,                 1.7615,             0.00095736,             0.00095736,             0.00095736
                    171,                0.92494,                0.81041,                 1.3276,                0.79724,                0.81201,                0.85793,                0.51777,                 1.4088,                0.84081,                 1.7621,             0.00095446,             0.00095446,             0.00095446
                    172,                0.92181,                0.80772,                 1.3215,                0.79465,                0.81201,                0.85808,                0.51824,                 1.4086,                0.84115,                 1.7618,             0.00095157,             0.00095157,             0.00095157
                    173,                0.92681,                0.81802,                 1.3247,                0.79418,                0.81123,                0.85742,                0.51825,                 1.4087,                0.84078,                 1.7618,             0.00094868,             0.00094868,             0.00094868
